,tweet,asal_tweet
284,Ya mahasiswa2 yg kena dampak corona nih,Malang
285,Embuh gajelas ilo ndisek pekoro corona male dipageri,"Malang, Jawa Timur"
286,Maleh iling tau angen2 ngajak Alif jalan2 nang Jogja pas umur e 2 tahunan tapi gagal gara2 corona,"Malang, Jawa Timur"
287,aditya Mager takut corona,"Kota Malang, Jawa Timur"
288,Tahun depan teh kalau corona lenyap,"Malang, Jawa Timur"
289,Ya allah maaf aku doa jelek tapi semoga dia kena corona,"Kota Malang, Jawa Timur"
290,w pratama Ngga grgr ansos mas tp grgr corona,Malang
291,lalaa Oohh yow sabaar aja Cm musim corona kan banyak kebijakan biasanya,"Malang, Jawa Timur"
292,pengen diblock tp masih ada tanggungan kapan seehhhhh corona iki mariiii,"Kota Malang, Jawa Timur"
293,Weswes rekk aku tak metu lek aku ncen onok keperluan ae plis Aku sek wedi corona pol,"Malang, East Java"
294,Sedih bgt grgr corona jd gapernah promo,"Malang, Jawa Timur"
295,Corona e dijak mangan gorengan sisan ben gak nakal,"Malang, Jawa Timur"
296,aku masih gatau karena corona,"Malang, Jawa Timur"
297,Sama euy mana gaada temen masih corona gini bakal gadapet izin ExaARMY ExaBFF twt,"Kota Malang, Jawa Timur"
298,Vaksin corona cepet diedarin dong Mau nongton konser BTS ni hyung,"Malang, Jawa Timur"
299,A Corona hilang bulan Agustus B TAHU DARIMANA A Dari Sumedang xixixi,Malang
300,Corona kapan selesai si anjing,"Malang, Jawa Timur"
301,Pengaruh corona Sam ambek mafia paling,"Kota Malang, Jawa Timur"
302,alvhin kalo gada corona boleh lah ya wkwkwkw,"Malang, Jawa Timur"
303,iKONIC Masih gabole ada corona,"Malang, Jawa Timur"
304,Corona kamu gaada niatan buat udahan ya Bosen nihh pengen piknik ke luar kota,"Malang, Jawa Timur"
305,isuk2 wis corona,"malang, indonesia"
306,aku udah siapin swasta dari awal dari sebelum corona dah keterima,"Malang, Jawa Timur"
307,Tiap ke pasar tradisional selalu ngeri2 sedap Orang2 di pasar udah kayak apa itu corona,"Malang , Indonesia"
308,Dijual tiket goa untuk fans barca diskon corona 30 fasilitas lengkap free wifi air listrik bebas jam malam,"Malang, Jawa Timur"
309,Sekalian nyari corona gt ya,"Malang, Jawa Timur"
310,pgn corona cpt kelar kakiku dah sakit banget,"Malang, Jawa Timur"
311,Corona ilang semoga punya rejeki aku pengen traveling ke Jogja Semarang pengen nyoba sendiri tapi takut hehehe,"Malang, Jawa Timur"
312,gabole lip lagi corona,"Malang, Indonesia"
313,Akibat CORONA Banyak temu yang tertunda,Kota malang
314,haahhaa seandainya ya lung bisa disihir sekalian nih corona beress,"Malang, Jawa Timur"
315,Corona wanita ingin dimengerti,Malang
316,Bener2 pengen marah ke corona,"Malang, Jawa Timur"
317,Akhir2 ini temen banyak yang nikahan yak Apa karena promo corona jadi pada nikah,"Malang, Jawa Timur"
318,aurellya Usum wayah corona ngene,"Malang, Jawa Timur"
319,dpr dan pemerintah bener2 bahas ruu kontroversial di masa kayak gini mana mau demo jg takut ketularan corona,"Malang, Jawa Timur"
320,baru nyadar liat calender minggu depan tgl merah bs double gt ditambah cuti bersama coba ga corona uda cabut ke bandung atau ga jogja,Malang
321,Ini pada CORONA Ko makin menjadi2 ya orang nikahan Kebelet ah ah ape gmne sih,"Malang, Jawa Timur"
322,TolakDemoDitengahPandemi jangan biarkan corona tertawa melihat kita,Malang 
323,Kalo corona gini jadi maba kayaknya kurang seru gabisa mengenal kampus di awal perkuliahan,Malang
324,Corona kapan perginya,Sawojajar - Malang 
325,emg corona jaga jarak,"Malang, Jawa Timur"
326,Presiden Joko Widodo Jokowi mengatakan pandemi virus corona Covid 19 membuat pemerintah melakukan reformasi di berbagai sektor,"Malang, Jawa Timur"
327,Lalu pada tahun 2012 kembali terjadi epidemi dari virus corona jenis baru yakni MERS CoV,"Malang, Jawa Timur"
328,Seperti pandemi SARS pada tahun 2003 lalu yang diakibatkan oleh munculnya virus corona SARS CoV,"Malang, Jawa Timur"
329,Corona bikin irit mekap,Malang
330,Siapa bilang guruku mtk sekarang kena corona,"Kota Malang, Jawa Timur"
331,Iklan vaksin corona Rp1 juta per dosis marak tersebar di WeChat,malang
332,Tapi emang sejak corona gini mau beli makanan dr luar negeri suka mikir mikir aku bil,"Malang, Jawa Timur"
333,Corona selametan ndek kene wkwkwkwkw,"Malang, Jawa Timur"
334,e gada euy yg suka ngadain orgnya kena corona,"Vancouver, WA"
335,semenjak corona malah iso sering kumpul kro konco lawas,"Malang, Jawa Timur"
336,Tar kalo corona nya udah ilang Kita meetup yaa tanteeee kata mamaku tante tuhh orangnya lucu bed,l🇵🇰🇮🇩
337,pls prgi corona idiot,"Malang, Jawa Timur"
338,Cegah Corona Nurmiaty Sambangi Langsung Rumah Warga,malang
339,kita gelud tuh corona,"malang, jawa timur"
340,Ya masak anda mau ikut corona ya jelas ikut yg menikah2 dong haha,Malang
341,Kabar kalung anti corona gimana Gak boleh berat sebelah loh,Malang
342,Like dulu Ntar hbs corona br plesiran,"ÜT: -7.94399,112.624655"
343,Gara gara bedebah corona rutinitas berubah total kangen stay di ruangan sendiri berduaan sama pc kesayangan,malang
344,Ayo semangat teman teman ku generasi corona DASAR BEBAN KELUARGA,"Kota Malang, Jawa Timur"
345,Bang bener kt lu corona ijo ky warna lambung,malang
346,Sebelum corona aku dah beberapa kali ditolak Karna doi ndak mau salaman sama lawan jenis,"Malang, Jawa Timur"
347,Cari kesibukan biar pikiran gak kemana mana mikirin corona selain kekantor aku gak kemana mana dirumah saja,Malang
348,Sebab kontribusi masyarakat untuk menjaga kesehatan sangat diperlukan untuk memberantas virus corona di Indonesia,"Malang, Jawa Timur"
349,Erick Thohir Harap Imunisasi Massal Vaksin Corona Bisa Dilakukan Awal 2021 17agustussudahdekat,"Malang, Jawa Timur"
350,Corona kapan kelar ini teman sy udh jadi begini kelamaan di rumah,"Kota Malang, Jawa Timur"
351,Tapi kalau buka sekolah malah bisa nambah cluster penyebaran corona tambah berbahaya lagi Bingung kan jadinya,"Malang, Jawa Timur"
352,rumy Mending duit bayar kuota opo duit bayar rumah sakit kenek corona lek menurute samean sam,malang
353,nonton kkn tp corona said mana sempat keburu telat,Malang
354,Apakabar kalung corona jamu corona,"Malang, Jawa Timur"
355,gara gara corona ak berhenti ngekos padahal kosan itu pw banget hiks,"Malang, Jawa Timur"
356,Btw ini klau ada yg ga percaya ini keterlaluan sii Di rs tmpat sepupu ku kerja igd nya tutup nakes dan dokterny pada kena corona,malang
357,Pemprov DKI Bantah Jakarta jadi Zona Hitam Corona,MALANG
358,corona sukanya main belakang haha,"Malang, Jawa Timur"
359,Lakny mbonaa kupataa vaccine ya corona ni breaking news RussianVaccine,MALANG
360,Rabi musim corona gak enak fep kabanyakan syarat nag kua,Yogyakarta - Malang
361,Visa nya jalur corona ntar wkwkwk Iya kangen suasana latihan bareng sopran Kuhhh,Bangkalan
362,Pengen banget jalan2 Ke transmart aja deh gpp Tp takut Takut corona amp takut judge dr orang2 I just want to distract my mind,"Malang, Indonesia"
363,Astagfirullah corona jgn keluar mulu cannn,"Malang, Jawa Timur"
364,Negatif Corona Positif tambah ireng,"Malang, Jawa Timur"
365,Efek corona kalau itu makanya sepi coba gak corona pasti rame,"Malang, Jawa Timur"
366,Jomblo gabut pas corona dan liburan panjang be like,"Malang, Jawa Timur"
367,Rajin Cuci Tangan Cegah Penyebaran Corona PolriSerukanCuciTangan,"Kota Malang, Jawa Timur"
368,Jaman corona makin parah tapi tak ada penanganan serius jadinya gak kelar kelar,"Malang, Jawa Timur"
369,Mau saranin ke dokter tp lagi musimnya corona,"Malang, Jawa Timur"
370,Lawak bgt ipk semester ini tp alhamdulillah berkat corona juga,"Malang, Jawa Timur"
371,KICK e sek dipending gara corona wkakaka,"Malang, East Java"
372,Gemes ama bbrp cowok yg nanya Ngga maen ke sby YA ENGGALAH GOBLOK MASI ADA CORONA,"Malang, Jawa Timur"
373,Laporan publikasi laporan publikasi kegiatan skripsi kuliah corona kamprt waw apasi aku gajelas bgt innalillahi,"Malang, Jawa Timur"
374,Coba deh tengok fb komunitas asli malang ngeri tuh ada yg di buli gara2 bilang hati2 penyebaran corona,"Malang, Jawa Timur"
375,Diskusi kenapa corona ga selesai2,"Malang, Jawa Timur"
376,ohe efek corona lupe hari,"Malang, Jawa Timur"
377,Ada yg bilang di alam corona gaada soalnya medannya sulit diakses,"Malang, Jawa Timur"
378,gembira Tenan kyk corona i tak tertahankan ngono,Malang
379,Ga mari mari urusan toefl Kok ga ono wisuda jalur corona yo padahal ono skripsi jalur corona lo proses e ga seangel awak dewe,"Malang, Jawa Timur"
380,Doaku hari ini Semoga Corona bisa cepet ilang dan aku bisa ngedaki gunung lagi Amin,"Kota Malang, Jawa Timur"
381,Udah mahal sebagian pekerjaan banyak yang mati jadi gasalah orang orang yang bodo amat sama Corona ini,"Malang, Jawa Timur"
382,Salah satunya karena dikhawatirkan jenazah tersebut masih dapat menularkan virus Corona,"Malang, Jawa Timur"
383,Iyohe kpn ilang corona iki,"Malang, Jawa Timur"
384,Sempet2nyaa di kampung ngadain karnaval bener2 di madura emang ggda corona,"Seattle, WA"
385,Orang kayak gini cocok disuntik corona,Malang
386,Corona takut sama aremania,"Malang, East Java"
387,Lek aku alasane nuturui ngono perkoro sek dualisme gak mari2 Guduk perkoro corona,"Malang, Jawa Timur"
388,Selamat bertambah tua ongis nade e malang Corona melok edan nyawang iki,"Malang, Jawa Timur"
389,Oil Nemuin penguin dan yang pasti bebas corona,"Malang, Jawa Timur"
